,Age,Employment_Type,Annual_Income,Credit_Score,Loan_Amount,Loan_Term_Months,Loan_Purpose,Debt_to_Income_Ratio,Loan_Status
1739,25,0,52000,690,10000,24,1,0.38,1
1740,26,0,62000,690,20000,48,1,0.3,1
1741,61,1,88000,740,15000,24,4,0.18,1
1742,47,0,70000,720,18000,72,3,0.27,1
1743,41,3,500,320,500,12,4,0.8,0
1744,31,1,40000,630,15000,36,0,0.45,0
1745,38,0,92000,760,45000,84,3,0.21,1
1746,32,3,7000,490,2000,18,4,0.63,0
1747,62,3,5000,610,5000,24,4,0.6,0
1748,61,0,90000,730,70000,108,3,0.25,1
1749,54,1,63000,595,40000,72,0,0.59,0
1750,37,1,125000,780,50000,90,0,0.17,1
1751,47,1,77000,725,22000,60,0,0.29,1
1752,45,0,100000,770,50000,96,1,0.15,1
1753,37,0,48995,627,19598,77,2,0.48,1
1754,60,1,45000,680,10000,48,3,0.3,1
1755,52,0,140000,670,70000,120,3,0.49,0
1756,47,0,92000,740,25000,60,3,0.26,1
1757,52,1,130000,670,26000,100,1,0.32,1
1758,48,0,75000,680,28000,60,5,0.45,1
1759,37,0,90000,710,19000,48,4,0.29,1
1760,65,0,140000,810,72000,96,3,0.17,1
1761,32,3,0,540,5000,24,4,0.6,0
1762,65,3,18000,725,6000,24,4,0.28,1
1763,39,0,60000,720,18000,36,4,0.29,1
1764,51,3,0,550,8000,24,4,0.0,0
1765,62,1,62000,690,18000,84,5,0.38,1
1766,47,1,160000,750,60000,84,3,0.32,1
1767,50,0,145000,800,35000,48,1,0.2,1
1768,48,0,95000,760,25000,48,0,0.22,1
1769,66,0,70000,720,10000,24,4,0.15,1
1770,20,2,8000,590,2000,12,5,0.32,0
1771,29,0,50000,660,25000,60,1,0.39,0
1772,32,1,58000,640,13000,36,1,0.48,0
1773,51,1,92000,705,30000,72,5,0.28,1
1774,25,2,0,480,500,12,5,0.7,0
1775,31,3,10000,540,8000,24,5,0.7,0
1776,22,2,15000,510,75000,110,5,0.7,0
1777,51,1,95000,750,65000,84,0,0.21,1
1778,23,2,7000,595,5000,24,2,0.65,0
1779,21,3,0,500,6000,36,4,0.78,0
1780,34,1,28000,570,8500,36,0,0.51,0
1781,52,0,60000,660,12000,36,1,0.45,0
1782,49,3,5000,510,12000,48,5,0.8,0
1783,31,3,0,390,500,12,5,0.78,0
1784,46,3,0,430,1500,12,4,0.78,0
1785,30,2,1000,490,1000,12,4,0.69,0
1786,22,2,8000,585,10000,48,5,0.67,0
1787,50,0,95000,720,30000,84,4,0.2,1
1789,57,0,65000,705,20000,54,1,0.27,1
1790,42,1,95000,720,32000,72,5,0.27,1
1791,68,0,40000,580,12000,48,1,0.5,0
1792,26,3,8000,490,4000,24,5,0.68,0
1793,34,3,6000,410,30000,60,4,0.72,0
1794,33,3,12000,510,3000,24,5,0.6,0
1795,23,2,15000,650,5000,24,2,0.25,1
1796,32,0,60000,610,15000,48,1,0.47,0
1797,20,2,8000,600,12000,36,2,0.25,1
1798,70,0,140000,830,95000,120,3,0.13,1
1799,24,2,12000,580,10000,60,2,0.55,0
1800,51,0,92000,730,38000,72,0,0.29,1
1801,56,0,125000,800,65000,120,3,0.15,1
1802,22,2,5000,580,2000,12,5,0.5,0
1803,51,2,10000,570,7000,36,2,0.3,1
1804,27,0,49000,650,15000,48,5,0.46,0
1805,57,0,102000,790,27000,120,4,0.15,1
1806,21,2,0,350,500,12,5,0.75,0
1807,29,3,0,510,8000,48,5,0.78,0
1808,28,0,88000,720,12000,24,5,0.21,1
1809,42,0,60000,610,20000,48,3,0.45,0
1810,67,1,50000,650,25000,48,5,0.48,0
1811,30,0,90000,760,18000,36,3,0.19,1
1812,30,0,80000,690,28000,48,5,0.29,1
1813,42,0,120000,790,60000,108,3,0.14,1
1814,62,0,58000,695,16000,48,5,0.28,1
1815,61,1,160000,830,75000,120,1,0.19,1
1816,24,2,10000,660,5000,24,5,0.25,0
1817,39,0,75000,715,20000,48,1,0.34,1
1818,30,0,72000,690,12000,36,5,0.31,1
1819,58,0,72000,610,30000,72,3,0.48,0
1820,42,3,3000,400,1500,12,5,0.72,0
1821,58,0,180000,820,35000,24,5,0.12,1
1822,35,0,80000,710,38000,60,1,0.27,1
1823,39,1,40000,570,25000,72,0,0.71,0
1824,31,3,500,420,200,12,4,0.7,0
1825,59,1,170000,850,90000,115,3,0.13,1
1826,41,1,40000,560,15000,36,1,0.62,0
1827,66,3,1000,360,1000,12,5,0.78,0
1828,25,2,9200,610,6000,24,2,0.58,0
1829,39,1,300000,800,150000,120,0,0.1,1
1830,28,1,160000,830,350000,120,0,0.08,1
1831,21,2,0,520,1200,12,2,0.25,0
1832,67,0,180000,850,120000,120,3,0.09,1
1833,25,2,22000,670,9000,36,2,0.43,1
1834,47,0,120000,790,40000,84,3,0.22,1
1835,37,1,58000,630,25000,48,1,0.48,0
1836,23,2,15000,640,12000,48,2,0.75,0
1837,34,3,6000,550,1500,18,4,0.59,0
1838,30,1,60000,660,25000,48,4,0.4,1
1839,52,1,85000,740,30000,72,0,0.26,1
1840,27,2,20000,660,9000,48,2,0.29,1
1841,31,1,55000,630,18000,60,0,0.48,0
1842,63,1,170000,820,85000,120,3,0.14,1
1843,24,3,2000,370,1000,12,5,0.7,0
1844,31,1,30000,640,15000,36,0,0.4,0
1845,53,0,109000,775,36000,72,1,0.22,1
1846,52,3,7000,470,2000,12,4,0.68,0
1847,65,0,90000,710,27000,60,3,0.26,1
1848,32,0,110000,790,30000,24,1,0.18,1
1849,38,0,70000,670,55000,72,1,0.5,0
1850,59,3,8000,610,9000,36,5,0.78,0
1851,26,2,18000,620,4000,48,2,0.2,1
1852,35,1,300000,810,120000,120,0,0.18,1
1853,52,0,70000,670,25000,72,2,0.33,1
1854,22,2,15000,580,8000,60,2,0.55,0
1855,34,0,64000,695,16000,48,4,0.34,1
1856,22,2,18000,630,7500,48,2,0.3,1
1857,23,2,7000,545,1200,12,4,0.64,0
1858,69,0,160000,820,105000,120,3,0.11,1
1859,31,2,2000,510,1000,12,5,0.61,0
1860,61,0,112108,799,25272,60,3,0.18,1
1861,26,2,12000,560,3000,24,5,0.2,1
1862,38,1,92000,740,48000,60,1,0.27,1
1864,40,0,45000,600,10000,36,4,0.4,1
1865,54,3,2000,530,4000,36,5,0.7,0
1866,31,0,48000,635,24000,60,5,0.49,0
1867,45,0,75000,725,27000,60,3,0.2,1
1868,49,0,93000,740,26000,84,3,0.26,1
1869,53,1,90000,640,50000,84,0,0.58,0
1870,41,0,93000,760,42000,84,3,0.2,1
1871,40,1,75000,540,50000,60,1,0.65,0
1872,58,1,80000,700,35000,60,0,0.29,1
1873,60,0,200000,815,150000,120,3,0.4,1
1874,33,1,75000,670,25000,60,4,0.38,1
1875,33,0,115000,785,45000,84,5,0.28,1
1876,24,2,8500,610,7000,36,2,0.56,0
1877,34,0,92000,720,22000,36,5,0.24,1
1878,44,0,89000,760,27000,84,1,0.23,1
1879,52,1,65000,580,25000,72,0,0.55,0
1880,44,1,115000,770,30000,60,3,0.24,1
1881,35,3,4000,410,1000,15,5,0.65,0
1882,61,0,45000,640,10000,36,4,0.37,1
1883,31,1,40000,580,10000,36,0,0.48,0
1884,49,3,0,350,700,12,5,0.79,0
1885,33,1,98000,760,60000,96,0,0.22,1
1886,35,0,94000,730,30000,60,1,0.31,1
1887,25,2,15000,620,5000,36,2,0.35,0
1888,39,0,68000,690,14000,60,2,0.31,1
1889,35,0,60550,670,28000,72,2,0.3,1
1890,65,0,98000,770,25000,84,4,0.17,1
1891,62,0,90000,740,28000,84,1,0.26,1
1892,32,2,18000,630,2500,36,2,0.32,1
1893,33,0,50000,640,9000,48,2,0.4,1
1894,43,0,88000,740,25000,60,4,0.31,1
1895,24,2,5000,610,6000,60,2,0.05,0
1896,42,0,100000,750,40000,96,3,0.24,1
1897,59,0,95000,675,20000,24,1,0.32,1
1898,60,1,90000,720,30000,36,3,0.35,1
1899,50,0,62000,695,15000,60,4,0.3,1
1900,58,1,190000,850,130000,120,0,0.08,1
1901,48,0,105000,765,55000,120,3,0.23,1
1902,67,3,5000,420,1500,24,4,0.65,0
1903,39,1,160000,810,55000,120,0,0.12,1
1904,31,0,75000,710,10000,12,5,0.2,1
1905,28,0,50000,655,14000,60,4,0.44,0
1906,51,0,105000,805,60000,120,1,0.19,1
1907,46,1,78000,725,22000,60,0,0.29,1
1908,25,2,9000,570,2200,18,4,0.6,0
1909,51,0,95000,755,29000,72,4,0.24,1
1910,22,2,0,510,1100,12,2,0.28,0
1911,46,1,105000,620,50000,72,0,0.54,0
1912,65,1,45000,610,40000,84,5,0.48,0
1913,60,3,0,380,500,12,5,0.8,0
1914,55,1,95000,740,40000,60,0,0.21,1
1915,25,2,1000,600,7000,24,2,0.4,0
1916,68,2,10000,590,3000,48,2,0.5,1
1917,69,0,130000,770,200000,120,0,0.17,1
1918,38,0,95000,760,38000,72,3,0.2,1
1919,41,0,88000,730,35000,60,0,0.28,1
1920,46,0,52000,600,30000,60,1,0.59,0
1921,55,0,90000,700,20000,48,5,0.36,0
1922,29,0,68000,795,10000,24,3,0.14,1
1923,38,0,72000,670,15000,60,1,0.34,1
1924,47,1,170000,830,130000,120,0,0.12,1
1925,47,1,68000,640,15000,36,3,0.39,1
1926,69,3,12000,500,5000,48,5,0.5,0
1927,21,3,0,500,6000,36,4,0.79,0
1928,56,0,112000,775,40000,96,1,0.19,1
1929,43,0,72000,715,17000,60,4,0.25,1
1930,40,1,135000,755,55000,60,0,0.4,1
1931,52,1,180000,820,90000,120,0,0.17,1
1932,28,2,16000,570,4000,24,5,0.52,0
1933,40,0,75000,690,25000,48,1,0.29,1
1934,57,1,100000,720,20000,99,0,0.2,1
1935,44,0,65000,705,15000,48,3,0.33,1
1936,53,0,110000,810,32000,120,3,0.12,1
1937,46,0,50000,640,10000,36,5,0.47,0
1938,55,0,128000,800,64000,120,0,0.14,1
1939,30,3,2000,450,1500,18,4,0.74,0
1940,52,1,160000,830,130000,120,0,0.06,1
1941,41,0,60000,660,18000,48,1,0.34,1
1943,66,0,100000,780,50000,60,5,0.23,1
1944,53,0,95000,750,75000,96,0,0.24,1
1945,23,2,15000,610,3500,24,2,0.45,0
1946,46,1,95000,680,60000,60,5,0.58,0
1947,28,3,4000,470,2200,18,4,0.62,0
1948,66,0,95000,720,15000,24,4,0.15,1
1949,26,2,10000,550,2500,24,2,0.5,0
1950,35,0,78000,720,20000,48,3,0.27,1
1951,68,0,70000,590,20000,48,4,0.6,0
1952,38,3,2500,490,1000,12,4,0.7,0
1953,23,2,8000,490,40000,80,5,0.68,0
1954,61,3,4000,400,800,12,4,0.75,0
1955,21,2,2500,410,12500,36,2,0.77,0
1956,41,0,75000,680,15000,75,2,0.3,1
1957,70,0,150000,850,90000,120,3,0.08,1
1958,50,0,30000,500,10000,24,5,0.67,0
1959,28,2,10000,560,2500,24,5,0.51,0
1960,38,1,69000,700,18000,48,0,0.36,0
1961,59,0,160000,800,45000,60,1,0.25,1
1962,41,0,82000,695,30000,48,3,0.37,1
1963,63,2,25000,610,6000,36,2,0.39,1
1965,48,3,15000,520,10000,24,4,0.7,0
1966,46,1,140000,735,45000,72,0,0.32,1
1967,34,0,59000,630,25000,60,1,0.47,0
1968,28,1,85000,740,40000,72,0,0.2,1
1970,60,1,200000,820,150000,120,0,0.18,1
1971,60,0,100000,750,45000,96,3,0.25,1
1972,28,2,18000,650,8000,36,2,0.3,1
1973,23,2,18000,670,6000,24,2,0.3,1
1974,27,3,3000,500,1500,36,1,0.68,0
1975,54,0,68000,670,15000,48,1,0.41,1
1976,48,0,90000,700,25000,60,2,0.28,1
1977,48,0,105000,790,70000,96,0,0.23,1
1978,22,2,3000,460,800,12,5,0.68,0
1979,69,1,190000,830,95000,120,0,0.15,1
1980,35,1,88000,670,35000,60,0,0.39,0
1981,40,1,200000,840,100000,120,0,0.1,1
1982,56,1,170000,810,90000,108,0,0.18,1
1983,57,3,500,300,200,12,5,0.8,0
1984,40,1,70000,670,25000,48,0,0.3,1
1985,43,0,68000,660,32000,60,1,0.42,0
1986,22,2,14000,620,6000,24,4,0.55,0
1987,43,1,180000,830,60000,120,0,0.1,1
1988,61,1,180000,840,150000,120,0,0.16,1
1989,28,1,40000,600,15000,36,5,0.48,0
1990,21,2,25000,600,10000,48,2,0.35,1
1991,33,0,73000,690,20000,72,1,0.28,1
1992,28,0,78000,715,18000,36,1,0.23,1
1993,48,1,67890,710,20367,72,5,0.3,1
1994,26,1,35000,590,15000,48,0,0.61,0
1995,60,0,105000,760,50000,108,3,0.25,1
1996,53,3,600,360,600,12,4,0.76,0
1997,59,0,110000,790,70000,96,3,0.17,1
1998,66,0,130000,780,10000,12,5,0.05,1
1999,35,0,55000,660,35000,60,1,0.56,0
2000,68,0,150000,830,240000,120,3,0.1,1
2001,57,0,165000,795,40000,48,1,0.19,1
2002,29,0,50000,655,14000,48,5,0.43,0
2003,48,0,180000,840,45000,48,3,0.17,1
2004,55,0,150000,760,60000,84,3,0.3,1
2005,38,1,120000,670,40000,60,0,0.35,1
2006,23,2,500,640,15000,120,2,0.2,0
2007,52,1,68000,700,25000,60,4,0.37,1
2008,28,2,1000,450,500,12,5,0.7,0
2009,33,3,10000,590,7000,48,4,0.4,0
2010,59,1,76000,680,25000,36,0,0.37,1
2011,29,0,50000,655,14000,60,4,0.42,0
2012,61,3,1000,400,500,12,4,0.79,0
2013,70,3,1000,420,2000,12,5,0.65,0
2014,31,0,71000,730,18000,36,5,0.28,1
2015,62,0,50000,610,18000,60,1,0.41,0
2016,55,1,115000,780,57500,96,4,0.19,1
2017,53,1,100000,760,30000,60,1,0.24,1
2018,33,3,2000,350,500,12,4,0.8,0
2019,51,0,81000,630,50000,60,1,0.64,0
2020,52,0,120000,820,50000,96,3,0.1,1
2021,42,1,150000,810,60000,84,0,0.22,1
2022,49,3,0,480,12000,48,5,0.75,0
2023,65,1,160000,820,80000,96,0,0.16,1
2024,35,0,55000,610,30000,60,3,0.49,0
2026,27,3,8000,510,3000,36,4,0.75,0
2027,59,1,220000,840,80000,120,0,0.08,1
2028,30,0,55000,690,10000,24,1,0.37,1
2029,39,0,98000,755,22000,36,3,0.24,1
2030,30,3,4000,560,3500,12,5,0.5,0
2031,35,1,45000,610,25000,60,0,0.62,0
2032,51,1,180000,810,50000,72,0,0.25,1
2033,66,0,88000,780,10000,12,4,0.12,1
2034,30,0,48000,640,15000,60,1,0.48,0
2035,50,0,180000,820,30000,36,3,0.12,1
2036,62,0,100000,740,45000,84,4,0.19,1
2037,56,0,135000,795,40000,48,0,0.21,1
2039,54,0,92000,770,48000,96,5,0.12,1
2040,21,2,5000,680,10000,96,2,0.35,1
2041,26,1,52000,700,15000,48,1,0.27,1
2042,30,2,1500,390,750,12,5,0.75,0
2043,22,2,18000,690,10000,60,2,0.4,0
2044,63,1,175000,780,50000,60,3,0.26,1
2045,48,0,125000,790,15000,24,4,0.12,1
2046,46,1,55000,670,16500,60,5,0.38,1
2047,39,3,5000,670,5000,36,4,0.25,1
2048,35,2,8900,560,1500,12,4,0.68,0
2049,50,0,115000,770,35000,48,1,0.26,1
2050,35,3,1500,390,1000,12,5,0.75,0
2051,45,0,115000,780,55000,84,0,0.21,1
2052,37,0,85000,730,40000,72,3,0.26,1
2053,53,0,190000,770,40000,36,5,0.21,1
2054,62,3,0,390,800,12,5,0.77,0
2055,34,0,35000,560,10000,36,1,0.55,0
2056,52,1,210000,760,100000,120,0,0.3,1
2057,21,2,0,380,500,12,4,0.75,0
2058,55,1,150000,790,50000,60,0,0.28,1
2059,51,1,130000,700,50000,72,1,0.38,1
2060,36,1,45000,590,22000,60,0,0.51,0
2061,41,1,85000,740,35000,48,0,0.38,1
2062,50,0,98000,810,75000,120,3,0.2,1
2063,58,3,8000,470,5000,36,4,0.61,0
2064,21,3,0,300,500,12,5,0.8,0
2065,58,3,0,550,5000,24,5,0.78,0
2066,41,1,95000,740,20000,24,0,0.15,1
2067,58,0,100000,760,80000,96,1,0.19,1
2068,55,1,120000,790,50000,120,0,0.35,1
2069,50,0,105000,790,38000,96,3,0.19,1
2070,31,3,2000,480,3000,24,4,0.65,0
2071,39,0,88000,670,35000,72,3,0.45,0
2072,37,1,53000,615,28000,72,0,0.61,0
2073,29,0,55000,610,18000,36,5,0.55,0
2074,21,2,12000,640,8000,24,2,0.4,0
2075,30,0,48000,630,10000,24,5,0.29,1
2076,33,1,130000,740,100000,120,0,0.45,1
2077,55,0,112000,760,70000,84,3,0.21,1
2078,51,0,130000,670,60000,120,3,0.53,0
2079,66,3,5000,430,3000,24,5,0.75,0
2080,29,1,75000,700,50000,60,3,0.3,1
2081,37,1,45000,610,8000,24,4,0.58,0
2082,28,3,2000,500,500,12,5,0.6,0
2083,26,2,20000,630,12000,60,2,0.44,0
2084,40,0,60000,670,20000,48,1,0.36,0
2085,26,1,70000,710,22000,54,1,0.31,1
2086,28,2,10000,580,3000,24,2,0.45,0
2087,45,0,85000,750,30000,60,1,0.25,1
2088,22,2,10000,600,2000,24,4,0.25,1
2089,23,3,0,320,1000,12,5,0.79,0
2090,29,0,78100,723,25000,60,1,0.27,1
2091,32,1,68000,660,13000,36,1,0.39,1
2092,31,1,135000,755,45000,84,0,0.36,1
2093,50,1,250000,760,100000,120,0,0.3,1
2094,27,3,0,420,800,12,5,0.75,0
2095,32,1,38000,640,10000,48,4,0.4,0
2096,22,3,0,380,0,12,5,0.8,0
2097,43,1,95000,765,38000,72,3,0.22,1
2098,24,2,9000,640,6000,36,2,0.17,1
2099,44,0,50000,630,12000,36,1,0.41,0
2102,30,1,70000,660,18000,48,5,0.43,0
2103,33,1,55000,650,22000,36,2,0.48,0
2104,44,1,67500,690,20300,84,0,0.35,1
2105,31,0,92000,710,15000,24,5,0.28,1
2106,48,1,88000,600,40000,72,1,0.62,0
2107,29,0,72120,705,25000,60,3,0.22,1
2108,35,0,72000,710,15000,48,3,0.22,1
2109,24,3,6000,400,3000,24,5,0.68,0
2110,51,0,60000,680,22000,48,4,0.32,1
2111,29,2,25000,650,9000,36,2,0.18,1
2112,43,0,98000,695,55000,60,4,0.37,1
2113,32,0,98000,780,28000,24,3,0.2,1
2115,51,0,105000,780,80000,96,3,0.21,1
2116,28,0,51000,650,14000,48,5,0.43,0
2117,59,1,100000,710,40000,84,2,0.27,1
2118,37,1,95000,740,25000,48,0,0.26,1
2119,20,2,3000,450,1800,12,5,0.68,0
2120,30,1,50000,645,35000,72,1,0.46,0
2121,36,3,0,480,4000,12,5,0.79,0
2122,32,3,7000,490,6000,24,5,0.73,0
2123,25,2,0,480,1000,12,5,0.7,0
2124,29,0,63000,690,12000,36,3,0.19,1
2125,51,0,95000,720,28000,60,3,0.26,1
2126,37,1,82000,700,28000,60,1,0.34,1
2127,49,0,94000,755,28000,72,4,0.23,1
2128,33,3,5000,410,2000,18,5,0.7,0
2129,31,3,8000,600,2000,18,1,0.48,0
2130,29,0,48000,610,18000,60,3,0.51,0
2131,32,3,6000,490,2000,36,4,0.68,0
2132,61,0,65000,700,10000,24,4,0.22,1
2133,45,0,80000,745,20000,72,4,0.21,1
2134,69,3,5000,510,1500,12,4,0.75,0
2135,20,2,5000,500,1000,12,2,0.18,1
2136,60,0,110000,780,38000,96,3,0.2,1
2137,31,0,90000,760,20000,36,3,0.22,1
2138,47,0,125000,775,38000,72,3,0.16,1
2139,53,1,70000,630,68000,120,5,0.45,0
2140,38,3,5000,450,1500,12,5,0.73,0
2141,50,1,150000,810,50000,120,0,0.28,1
2142,37,0,72000,705,25000,48,3,0.34,1
2143,51,0,110000,780,58000,72,0,0.22,1
2144,22,2,12000,580,15000,48,2,0.65,0
2145,33,1,78000,690,35000,60,1,0.31,1
2147,66,0,100000,780,35000,72,4,0.2,1
2148,27,3,500,320,500,12,5,0.78,0
2149,51,0,165000,815,60000,120,3,0.19,1
2150,54,0,190000,750,80000,84,3,0.43,1
2151,37,1,69000,700,18000,48,0,0.36,0
2152,59,0,98765,690,29629,96,3,0.28,1
2153,52,0,98000,770,24000,36,1,0.24,1
2154,41,0,82000,630,10000,36,4,0.18,1
2155,27,2,8000,590,6000,36,2,0.7,0
2156,35,1,60000,640,11000,36,3,0.41,1
2157,50,0,112500,810,60000,96,3,0.15,1
2158,21,2,0,610,8000,60,2,0.79,0
2159,54,0,140000,815,25000,24,5,0.14,1
2160,34,0,65000,705,17000,60,1,0.29,1
2161,49,3,10000,560,5000,24,5,0.68,0
2162,59,0,105000,770,55000,96,3,0.16,1
2163,31,0,50000,650,10000,36,3,0.38,1
2164,23,2,25000,640,6000,36,2,0.37,1
2165,26,0,55000,690,5000,12,5,0.1,1
2166,39,0,67300,690,33650,48,3,0.38,1
2167,60,0,100000,785,27000,120,3,0.14,1
2168,61,3,1000,430,800,12,5,0.72,0
2169,36,0,81000,745,20000,48,1,0.26,1
2170,55,0,210000,840,100000,120,3,0.22,1
2171,58,0,150000,810,50000,120,3,0.28,1
2172,34,1,65000,620,15000,48,0,0.49,0
2173,27,0,42000,605,20000,48,1,0.48,0
2174,42,0,90865,620,40182,72,1,0.52,1
2175,31,0,55000,675,12000,36,5,0.35,0
2176,21,2,0,670,10000,36,2,0.0,0
2177,35,1,120000,710,50000,60,0,0.3,1
2178,53,0,100000,790,50000,108,1,0.15,1
2179,36,0,88000,720,12000,12,3,0.15,1
2180,39,1,280000,840,140000,120,0,0.08,1
2181,32,0,55000,630,20000,48,5,0.41,0
2182,53,0,85000,740,42500,60,0,0.25,1
2183,61,0,155000,810,120000,120,0,0.15,1
2184,46,1,88000,740,30000,48,0,0.26,1
2185,47,0,105000,760,55000,96,3,0.15,1
2186,36,1,70000,670,15000,48,1,0.37,1
2187,34,0,78000,715,38000,60,4,0.27,1
2188,22,2,1500,450,500,12,5,0.72,0
2189,68,3,5448,460,25091,108,5,0.72,0
2190,50,3,0,350,100000,36,5,0.75,0
2191,54,0,112000,590,40000,60,1,0.5,0
2192,27,2,0,520,1000,18,2,0.35,0
2193,59,3,3000,350,1000,12,5,0.75,0
2194,43,0,85000,750,20000,36,3,0.25,1
2195,24,2,18000,600,8000,36,2,0.39,0
2196,59,0,99000,780,20000,36,4,0.16,1
2197,26,2,15000,620,5000,24,2,0.3,1
2198,40,0,90000,710,40000,60,4,0.29,1
2199,25,3,0,550,5000,36,4,0.75,0
2200,39,1,220000,820,100000,120,3,0.29,1
2201,62,0,58000,640,18000,48,5,0.44,0
2202,68,0,85000,710,22000,72,3,0.29,1
2203,62,0,104000,770,33000,84,3,0.21,1
2204,45,0,100000,765,27000,72,1,0.16,1
2205,23,2,20000,640,15000,48,2,0.35,0
2206,51,1,210000,795,100000,120,0,0.27,1
2207,38,0,70000,640,20000,60,4,0.41,0
2208,24,2,0,620,12000,120,2,0.0,0
2209,63,0,115000,740,65000,120,3,0.24,1
2210,28,2,22000,630,9000,24,2,0.38,1
2211,23,2,0,670,20000,120,2,0.79,0
2212,35,1,70000,670,28000,48,1,0.43,0
2213,41,0,130000,760,60000,84,3,0.2,1
2214,24,2,7000,600,6000,36,2,0.62,0
2215,30,1,35000,560,20000,48,5,0.62,0
2216,49,0,130000,800,26000,82,3,0.08,1
2217,67,1,185000,815,45000,84,3,0.12,1
2218,65,0,70000,710,30000,60,5,0.4,1
2219,38,0,60000,680,14000,48,4,0.43,1
2220,29,3,2000,520,4000,12,4,0.65,0
2221,48,1,150000,810,120000,120,0,0.1,1
2223,65,0,130000,800,35000,120,3,0.15,1
2224,24,0,58000,685,12000,36,5,0.29,1
2225,59,0,112000,785,38000,96,3,0.2,1
2226,55,0,105000,760,55000,96,3,0.17,1
2227,22,3,0,520,10000,48,4,0.79,0
2228,61,0,104000,770,33000,84,3,0.21,1
2229,26,0,45000,590,10000,24,1,0.5,0
2230,44,0,78000,710,15000,24,3,0.29,1
2231,55,1,75000,720,18000,36,4,0.2,1
2232,61,1,200000,825,55000,108,0,0.1,1
2234,53,3,11000,625,15000,36,4,0.55,0
2235,44,0,73812,710,25000,60,1,0.32,1
2237,24,2,19000,640,20000,60,2,0.3,1
2238,65,0,119000,790,38000,84,1,0.19,1
2239,26,2,7000,540,1000,12,2,0.21,0
2240,36,0,110000,790,30000,60,4,0.2,1
2241,55,3,10000,470,15000,36,4,0.63,0
2242,43,1,66000,560,40000,60,0,0.61,0
2243,42,0,125000,780,45000,60,1,0.3,1
2244,47,0,58000,610,15000,36,1,0.43,0
2245,33,1,40000,580,12000,36,0,0.48,0
2246,30,3,5000,420,25000,40,4,0.75,0
2247,68,3,8000,480,5000,36,5,0.58,0
2248,38,0,95000,710,28000,72,1,0.28,1
2249,38,0,95000,780,25000,36,1,0.22,1
2250,40,1,82000,675,33000,48,5,0.35,1
2251,29,3,0,420,1500,12,4,0.7,0
2252,34,1,60000,670,25000,60,0,0.45,0
2253,29,2,28243,591,141215,90,2,0.66,0
2254,51,1,110000,660,45000,84,3,0.49,0
2255,31,0,58000,660,14000,60,4,0.33,1
2257,54,3,3000,410,1000,12,5,0.73,0
2258,30,1,35000,590,6000,24,4,0.53,0
2259,20,2,2000,400,1000,12,5,0.75,0
2260,65,0,105000,760,21000,60,0,0.17,1
2261,53,1,45000,580,9000,36,4,0.52,0
2262,43,0,82000,750,40000,72,1,0.27,1
2263,60,0,100000,600,55000,72,1,0.58,0
2264,35,1,60000,580,35000,60,0,0.58,0
2265,43,0,85000,700,20000,48,1,0.3,1
2266,49,0,93000,755,28000,72,1,0.23,1
2267,21,2,15000,620,8000,36,2,0.35,0
2268,37,0,80000,730,10000,24,5,0.25,1
2269,55,1,180000,770,75000,120,0,0.27,1
2270,54,0,80000,720,35000,72,3,0.27,1
2271,68,0,78000,800,15000,24,5,0.14,1
2272,31,3,0,450,2000,12,5,0.75,0
2273,46,1,140000,780,120000,120,0,0.2,1
2274,56,3,10000,420,6000,36,4,0.72,0
2275,39,1,60000,640,15000,60,5,0.42,0
2276,46,1,190000,800,55000,72,0,0.28,1
2277,64,0,105000,680,50000,72,1,0.4,1
2278,30,1,40000,550,7000,36,0,0.62,0
2279,49,0,98000,770,30000,48,1,0.28,1
2280,67,0,142890,820,28578,80,3,0.05,1
2282,56,0,220000,840,100000,120,3,0.2,1
2283,44,0,102830,735,25000,60,3,0.22,1
2284,62,3,8000,520,2000,12,4,0.67,0
2285,40,0,130000,790,80000,84,3,0.17,1
2286,69,0,120000,795,80000,108,0,0.16,1
2287,27,2,5000,580,2500,24,2,0.25,0
2288,33,1,95000,760,35000,60,0,0.29,1
2289,52,0,105000,760,75000,84,3,0.2,1
2290,20,2,0,500,1000,12,2,0.35,0
2291,41,1,180000,760,100000,120,0,0.29,1
2292,37,1,68000,690,15000,36,3,0.32,1
2293,35,0,70000,690,25000,60,1,0.28,1
2294,23,2,12000,650,15000,72,2,0.7,0
2295,50,0,102000,720,18000,24,5,0.17,1
2296,36,0,80000,700,30000,60,1,0.32,1
2297,63,1,180000,850,80000,120,3,0.17,1
2298,23,2,5000,570,2500,36,4,0.5,0
2299,22,2,15000,610,7500,36,2,0.45,1
2300,43,1,150000,820,50000,120,3,0.1,1
2301,29,3,2000,350,1000,12,4,0.78,0
2302,27,0,55000,690,10000,24,1,0.31,1
2303,22,2,15000,620,8000,36,2,0.28,1
2304,61,1,70000,700,25000,60,3,0.28,1
2305,63,3,0,300,500,12,4,0.77,0
2306,62,1,91200,760,40000,72,3,0.35,1
2307,52,0,135000,755,30000,36,3,0.21,1
2308,33,3,4000,505,1000,12,5,0.71,0
2309,60,3,0,380,500,12,4,0.8,0
2310,59,0,165000,820,38000,48,4,0.15,1
2311,33,0,120000,730,40000,72,3,0.2,1
2312,34,1,85000,730,28000,72,0,0.24,1
2314,21,3,5770,417,4562,37,5,0.72,0
